Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
8,1,0,3,25,33,0.494126284875182,356.16,1,880000,c,11528
10,0,0.42,2,6,16,0.410425844346544,332.84,1,932800,c,11201
9,0,0.57,3,13,32,0.530837004405281,350.86,1,1038400,c,12449
7,1,0,2,26,33,0.472834067547721,367.82,1,836000,b,1956
12,0,0.53,3,25,101,0.802496328928039,345.56,1,941600,b,5259
12,0,0.6,2,3,8,0.582232011747428,337.08,1,880000,c,149
8,1,0.32,3,24,81,0.541850220264311,351.92,1,862400,b,10503
8,0,0.31,2,4,45,0.434654919236408,364.64,1,924000,b,810
9,1,0.15,2,25,57,0.502936857562407,322.24,2,853600,b,1196
10,1,0.24,2,7,21,0.517621145374455,343.44,0,840400,b,3019
7,1,0,2,6,13,0.259177679882523,358.28,0,1003200,c,4277
8,0,0.33,2,16,25,0.259177679882523,341.32,1,1012000,c,2260
8,0,0.42,2,9,20,0.342878120411152,336.02,1,1020800,c,1901
7,1,0.23,4,7,49,0.685022026431714,360.4,1,792000,b,1719
10,1,0.27,2,15,32,0.479441997063142,330.72,0,844800,b,5988
8,0,0.43,2,29,44,0.488252569750367,366.76,1,994400,c,2711
9,1,0.26,2,4,23,0.559471365638761,347.68,1,915200,b,8176
8,1,0,2,6,12,0.464757709251094,360.4,0,880000,b,7979
6,1,0.11,2,12,80,0.245227606461082,379.48,1,1047200,b,7638
7,1,0.13,2,25,84,0.430249632892799,354.04,1,836000,b,6582
11,0,0.33,3,24,89,0.596916299559467,316.94,1,809600,b,7113
9,0,0.49,2,39,145,0.552863436123348,332.84,1,818400,b,2539
8,1,0.13,2,24,42,0.530837004405281,347.68,1,809600,b,2713
9,1,0.1,2,12,41,0.502936857562407,337.08,1,871200,c,3511
7,1,0.05,4,8,25,0.475770925110132,374.18,1,836000,b,11005
9,1,0.24,3,15,86,0.71145374449339,333.9,1,809600,b,7519
8,0,0.42,2,12,24,0.538179148311301,350.86,1,836000,c,10521
7,1,0.08,4,5,13,0.588105726872242,366.76,1,897600,a,8162
7,1,0.14,2,15,34,0.475770925110132,373.12,1,941600,d,5949
12,0,0.55,3,28,54,0.729074889867841,328.6,1,880000,a,2376
8,0,0.24,2,19,49,0.453744493392064,340.26,0,853600,b,7943
8,0,0.68,3,10,23,0.455947136563869,340.26,1,1003200,b,7669
8,1,0.15,4,11,52,0.685022026431714,363.58,1,880000,c,2501
8,0,0.42,2,23,36,0.256240822320112,329.66,1,1196800,d,11777
13,0,0.52,3,5,15,0.685022026431714,328.6,1,950400,b,3465
7,1,0.01,2,17,32,0.427312775330388,352.98,0,862400,b,3037
8,1,0.02,2,9,20,0.411894273127742,354.04,1,853600,c,7954
14,0,0.49,4,19,43,0.96035242290749,309.52,2,976800,b,664
8,1,0.1,2,11,26,0.435389133627015,356.16,1,880000,c,9305
11,0,0.48,3,16,39,0.494126284875182,337.08,1,1056000,d,1914
9,0,0.41,3,7,20,0.445668135095438,347.68,1,1020800,c,9039
8,0,0.49,2,20,65,0.523494860499261,361.46,1,809600,b,9605
10,0,0.58,2,30,45,0.491189427312779,355.1,1,1012000,c,4545
8,0,0.48,2,22,73,0.488252569750367,356.16,1,809600,b,10494
8,1,0,2,7,16,0.449339207048448,351.92,1,906400,b,11517
7,1,0,2,4,9,0.285609397944199,355.1,1,985600,d,5857
7,1,0.08,3,14,93,0.464757709251094,380.54,1,976800,a,6928
8,1,0.06,2,22,49,0.372246696035231,372.06,1,928400,c,11701
7,1,0.02,2,4,11,0.285609397944199,351.92,1,915200,a,460
8,1,0.24,3,5,13,0.472099853157122,362.52,1,968000,b,276
8,1,0.29,2,9,29,0.582232011747428,367.82,2,792000,c,11980
6,1,0,2,3,19,0.317914831130681,373.12,1,1012000,c,3560
13,0,0.62,3,10,25,0.831864904552135,321.18,1,968000,d,9509
7,0,0.32,2,34,58,0.574889867841408,369.94,1,871200,c,10136
7,1,0,2,12,38,0.567547723935388,372.06,1,827200,b,1548
7,1,0,6,11,34,0.475770925110132,368.88,0,941600,c,5274
8,0,0.44,2,28,67,0.450073421439055,359.34,1,968000,b,38
11,0,0.53,3,5,18,0.699706314243761,325.42,1,985600,b,3589
9,0,0.4,4,12,52,0.626284875183555,348.74,1,818400,c,790
6,0,0.47,3,29,80,0.253303964757708,359.34,1,1082400,c,79
7,1,0,2,11,28,0.567547723935388,376.3,1,880000,c,8212
7,1,0.05,2,18,41,0.517621145374455,366.76,1,853600,b,3182
7,1,0.01,2,9,14,0.455212922173278,368.88,1,994400,d,5211
10,0,0.59,4,6,17,0.494126284875182,333.9,1,1064800,d,8473
7,1,0.21,2,12,41,0.560205580029368,373.12,1,871200,b,1071
12,0,0.51,3,10,24,0.620411160058741,324.36,1,932800,c,10010
7,0,0.21,2,24,48,0.395007342143898,357.22,1,888800,c,5354
6,1,0.05,2,5,10,0.113803230543315,367.82,0,1188000,c,1479
7,1,0.02,3,16,26,0.256240822320112,351.92,1,968000,c,9038
11,0,0.48,3,21,46,0.582232011747428,334.96,1,1038400,d,4576
6,1,0,2,26,60,0.501468428781202,371,1,827200,b,11462
8,1,0.33,2,24,120,0.508810572687221,333.9,1,844800,b,5392
9,0,0.4,3,7,18,0.530837004405281,339.2,1,1073600,e,7960
8,1,0,2,6,10,0.301762114537436,356.16,1,1038400,c,11972
8,1,0.56,2,18,94,0.494126284875182,356.16,1,800800,b,205
6,0,0.09,2,13,30,0.458149779735681,387.96,1,950400,c,2576
9,0,0.49,3,26,58,0.626284875183555,351.92,1,853600,b,12295
10,0,0.2,6,14,42,0.77312775330396,341.32,1,827200,c,7257
10,0,0.52,2,6,17,0.496328928046978,342.38,1,1029600,d,4509
8,1,0.01,2,5,14,0.412628487518349,361.46,1,809600,b,11425
12,0,0.49,5,4,8,0.699706314243761,341.32,1,959200,b,12325
6,1,0.08,2,20,28,0.353157121879575,376.3,1,932800,d,7758
8,0,0.3,2,8,14,0.523494860499261,351.92,1,924000,b,8885
11,0,0.56,3,5,21,0.640969162995595,341.32,1,897600,b,10914
7,1,0,2,32,54,0.574889867841408,376.3,1,862400,c,4762
7,1,0.24,2,18,98,0.461820851688691,333.9,1,897600,c,853
8,1,0.2,2,12,47,0.369309838472828,348.74,1,959200,b,1392
8,0,0.42,2,18,30,0.446402349486045,354.04,1,968000,c,10500
6,1,0.12,11,31,83,0.469162995594711,356.16,0,906400,b,3628
7,1,0,3,8,23,0.456681350954476,373.12,1,897600,b,6863
7,1,0.02,2,8,16,0.422173274596181,363.58,1,1012000,a,9577
7,0,0.44,3,22,80,0.514684287812036,359.34,1,888800,c,6383
8,1,0.29,3,16,28,0.602790014684282,348.74,1,809600,b,2720
7,0,0.3,2,31,52,0.361967694566808,342.38,1,1020800,d,4952
10,0,0.65,8,22,43,0.714390602055801,348.74,1,809600,c,11721
9,1,0.34,2,23,122,0.523494860499261,345.56,1,818400,b,1626
9,1,0.23,3,12,93,0.646842878120401,355.1,1,814000,c,3492
9,0,0.5,2,16,62,0.604258443465487,351.92,1,862400,b,1009
9,1,0.26,2,7,31,0.552863436123348,326.48,1,836000,b,1737
8,0,0.48,4,10,26,0.455947136563869,345.56,1,1056000,c,870
12,0,0.5,2,20,42,0.729074889867841,322.24,0,792000,b,4291
9,0,0.39,2,21,27,0.376651982378848,341.32,1,994400,c,11920
8,1,0,2,22,47,0.458883994126288,357.22,1,976800,d,7729
8,0,0.42,2,23,34,0.262114537444926,358.28,1,1135200,c,10356
7,1,0.05,5,3,11,0.479441997063142,352.98,1,871200,a,874
7,1,0,2,10,35,0.523494860499261,358.28,1,871200,b,8392
10,0,0.37,2,31,70,0.605726872246701,351.92,1,827200,b,3802
7,0,0.21,2,41,135,0.479441997063142,347.68,1,836000,b,89
8,0,0.42,2,12,24,0.538179148311301,350.86,1,836000,c,4618
8,0,0.35,5,28,102,0.567547723935388,342.38,1,924000,b,8161
7,1,0.08,3,28,60,0.485315712187948,350.86,1,880000,c,1801
6,0,0.16,2,12,26,0.225403817914819,356.16,1,1047200,c,3345
13,0,0.65,2,6,29,0.77312775330396,318,1,792000,e,10829
7,0,0.34,3,16,72,0.414831130690161,345.56,1,1038400,d,812
7,1,0,2,9,23,0.569750367107184,381.6,1,862400,b,4338
12,0,0.49,4,8,19,0.802496328928039,341.32,1,836000,b,7102
8,0,0.23,2,28,65,0.516152716593241,357.22,1,836000,b,6616
5,1,0,2,16,24,0.11233480176211,390.08,1,1196800,c,12081
8,0,0.6,3,9,23,0.472099853157122,344.5,1,906400,c,11824
6,0,0.22,2,13,50,0.420704845814975,366.76,1,888800,c,9227
6,1,0.02,4,25,52,0.469162995594711,371,1,985600,c,2989
7,0,0.23,2,23,67,0.420704845814975,363.58,1,888800,c,12036
7,1,0,2,9,14,0.407488986784141,362.52,1,1012000,c,4844
8,0,0.33,2,4,17,0.381057268722465,364.64,1,1020800,d,1138
9,1,0.14,2,25,84,0.567547723935388,347.68,1,880000,b,377
5,1,0.15,2,26,40,0.00954478707781599,375.24,1,1232000,d,2304
10,0,0.58,2,3,8,0.466226138032308,322.24,1,1029600,c,10476
8,1,0.26,2,16,112,0.425110132158592,326.48,0,818400,a,2933
8,1,0,3,11,26,0.552863436123348,360.4,1,897600,b,9142
15,0,0.79,4,23,71,0.883259911894273,309.52,1,1144000,b,9163
10,0,0.42,2,11,19,0.560205580029368,341.32,1,915200,c,2201
5,1,0,2,16,78,0.184287812041103,392.2,1,1135200,c,10752
7,0,0,2,7,15,0.455212922173278,373.12,1,950400,c,353
9,1,0.3,3,24,56,0.710719530102791,347.68,1,862400,b,7676
5,1,0.24,2,13,105,0.413362701908955,413.4,1,968000,b,10271
6,0,0.32,2,15,143,0.253303964757708,352.98,1,1047200,c,4718
8,1,0.26,2,23,81,0.464757709251094,330.72,1,888800,c,9558
9,1,0.33,1,5,35,0.567547723935388,344.5,0,924000,b,7490
8,0,0.4,2,7,12,0.437591776798819,359.34,1,968000,c,4332
6,0,0.1,2,6,14,0.360499265785603,356.16,1,880000,b,2207
9,1,0.27,2,32,133,0.567547723935388,328.6,1,809600,b,5877
10,0,0.34,2,24,133,0.640969162995595,341.32,1,880000,c,5698
13,0,0.49,6,7,16,0.890602055800293,349.8,1,1117600,d,8566
6,1,0.08,2,32,46,0.370778267254042,349.8,0,924000,b,12076
7,1,0.33,2,51,60,0.361233480176202,354.04,1,1073600,d,734
7,0,0.14,2,15,25,0.302496328928043,351.92,1,985600,c,9290
10,1,0.6,4,5,25,0.552863436123348,333.9,1,1073600,d,8757
7,1,0.2,2,15,34,0.470631424375908,367.82,1,976800,b,7207
6,1,0.04,2,5,10,0.113803230543315,380.54,1,1135200,b,3328
9,1,0.68,6,13,65,0.640969162995595,333.9,1,985600,d,922
7,1,0,2,3,19,0.334067547723935,351.92,0,888800,c,9354
7,1,0.07,2,17,84,0.450073421439055,338.14,0,818400,b,3394
6,0,0.23,2,21,50,0.500734214390595,367.82,1,862400,c,11858
11,0,0.39,2,7,15,0.589574155653448,341.32,1,924000,b,12410
7,1,0.06,2,8,17,0.346549192364162,358.28,0,844800,b,9445
7,1,0.12,2,15,28,0.369309838472828,330.72,0,880000,b,10566
5,0,0.27,2,33,53,0.340675477239348,396.44,1,985600,b,5222
8,1,0.23,2,33,89,0.298825256975025,359.34,0,915200,b,8832
10,1,0.48,2,5,22,0.685022026431714,344.5,1,880000,b,4341
9,0,0.44,2,32,48,0.358296622613799,346.62,1,985600,b,5668
7,1,0.02,2,15,39,0.389867841409682,355.1,1,836000,b,1462
8,1,0.25,3,21,59,0.516152716593241,357.22,1,844800,b,12112
7,0,0.49,2,8,17,0.392804698972102,359.34,1,1003200,c,697
7,1,0.01,2,40,55,0.496328928046978,350.86,1,844800,b,10072
8,1,0.27,2,7,54,0.582232011747428,368.88,1,809600,b,8285
8,1,0.19,2,10,65,0.486784140969162,357.22,1,818400,b,7157
8,1,0,2,8,14,0.464757709251094,345.56,1,906400,c,7730
12,0,0.54,3,13,23,0.640969162995595,329.66,1,968000,d,12334
7,0,0.29,2,36,142,0.479441997063142,347.68,1,827200,b,6519
7,1,0.13,2,29,53,0.410425844346544,352.98,1,818400,b,11503
8,1,0.22,2,17,94,0.463289280469889,333.9,1,844800,b,3862
9,1,0.33,2,32,119,0.523494860499261,337.08,1,897600,b,10841
7,1,0.01,2,8,15,0.407488986784141,379.48,1,950400,b,8578
12,0,0.48,3,19,47,0.7511013215859,345.56,1,853600,c,5515
7,1,0.29,5,20,106,0.542584434654917,348.74,1,924000,c,12485
9,0,0.39,2,10,19,0.400146842878121,355.1,1,1020800,d,656
10,0,0.46,2,10,17,0.410425844346544,338.14,1,897600,c,2394
10,0,0.35,2,17,43,0.445668135095438,339.2,1,976800,d,5582
7,1,0.15,2,26,53,0.457415565345074,355.1,1,853600,b,8681
6,0,0.17,2,13,26,0.285609397944199,387.96,1,1003200,a,10827
5,0,0.24,2,5,12,0.320851688693093,378.42,1,950400,b,2885
8,1,0.15,3,33,90,0.398678414096916,346.62,1,827200,b,11640
8,1,0.12,2,11,30,0.508810572687221,349.8,1,809600,b,5533
8,1,0.26,2,11,79,0.444199706314248,343.44,1,836000,b,7727
7,0,0.33,7,26,45,0.567547723935388,348.74,1,818400,c,10336
8,1,0.18,2,10,39,0.574889867841408,374.18,1,862400,b,6541
8,0,0.29,3,18,127,0.486784140969162,345.56,1,818400,b,3476
8,1,0.05,3,11,22,0.538179148311301,351.92,1,836000,b,1231
11,0,0.68,3,12,25,0.508810572687221,330.72,1,976800,c,1108
12,0,0.63,3,6,22,0.729074889867841,330.72,1,853600,d,7243
12,0,0.49,3,54,77,0.802496328928039,339.2,1,844800,b,3257
10,0,0.42,2,22,65,0.629221732745958,341.32,1,862400,b,9150
8,0,0.25,3,29,90,0.640969162995595,358.28,1,814000,b,11435
9,0,0.41,2,10,26,0.376651982378848,340.26,1,1029600,c,6778
10,0,0.45,6,11,25,0.703377386196771,366.76,1,959200,d,10015
8,0,0.43,2,22,50,0.538179148311301,340.26,1,924000,c,4739
9,0,0.45,3,6,12,0.594713656387671,346.62,1,985600,b,5178
9,1,0.34,3,25,110,0.655653450807642,333.9,0,836000,b,11048
7,1,0,3,8,11,0.472099853157122,355.1,1,924000,a,4557
6,1,0,2,6,12,0.398678414096916,364.64,1,836000,c,3508
6,0,0.1,2,12,33,0.469897209985318,366.76,1,880000,b,5987
8,0,0.42,2,23,48,0.357562408223192,358.28,1,1091200,d,4227
6,0,0.08,2,19,31,0.389867841409682,376.3,1,1056000,c,5456
7,0,0.25,2,21,56,0.395007342143898,364.64,1,880000,c,3268
8,1,0.52,2,3,9,0.294419970631416,349.8,1,1047200,c,65
7,1,0.08,4,27,73,0.604258443465487,367.82,1,844800,b,1397
7,0,0.24,2,27,58,0.470631424375908,361.46,1,888800,c,9468
6,0,0.23,2,21,36,0.332599118942729,367.82,1,1100000,c,359
10,0,0.49,3,7,26,0.596916299559467,342.38,1,941600,c,9265
6,1,0.1,2,4,11,0.403817914831131,380.54,1,875600,b,378
7,1,0.08,2,42,124,0.357562408223192,345.56,0,880000,b,6236
6,1,0.08,2,32,53,0.353891336270182,358.28,1,950400,d,11520
7,1,0.07,2,17,36,0.408957415565339,356.16,1,924000,b,11867
7,1,0.01,2,9,22,0.501468428781202,368.88,1,836000,b,4868
8,1,0.25,2,9,29,0.447136563876652,349.8,1,853600,b,11008
8,0,0.49,2,21,83,0.552863436123348,351.92,1,800800,b,6554
6,0,0.1,1,16,61,0.392070484581495,377.36,1,950400,d,4951
6,1,0.12,2,32,61,0.501468428781202,358.28,1,827200,b,2093
9,0,0.34,2,5,16,0.511747430249624,339.2,1,959200,d,4824
8,1,0.17,2,3,7,0.458883994126288,357.22,1,924000,c,5042
7,1,0.32,6,34,121,0.677679882525694,374.18,1,827200,b,10918
7,1,0,3,21,31,0.472099853157122,367.82,1,950400,b,4904
7,1,0.09,2,4,12,0.334067547723935,342.38,0,888800,a,2076
7,1,0,2,11,20,0.414831130690161,355.1,1,959200,c,7913
8,1,0,1,19,41,0.74375917767988,372.06,1,818400,b,7924
8,0,0.42,2,9,22,0.270925110132159,329.66,1,1012000,d,7393
10,0,0.45,2,6,14,0.538179148311301,343.44,1,897600,b,3531
12,0,0.54,2,28,42,0.608663729809104,323.3,1,897600,a,11190
7,1,0.02,2,21,37,0.372246696035231,356.16,1,924000,c,5901
7,1,0.08,4,15,18,0.418502202643171,361.46,0,941600,d,4642
10,0,0.5,4,9,23,0.574889867841408,339.2,1,836000,b,10133
8,1,0.12,3,33,90,0.604258443465487,357.22,1,827200,c,3635
9,0,0.4,3,26,58,0.580763582966222,340.26,0,827200,b,11670
8,0,0.53,1,5,17,0.439060205580025,327.54,1,906400,d,4615
10,0,0.46,2,5,13,0.516152716593241,322.24,1,950400,d,1266
8,1,0.03,2,14,57,0.542584434654917,355.1,1,818400,a,4720
7,1,0.16,2,15,60,0.494126284875182,334.96,1,906400,b,1464
7,1,0.01,2,8,12,0.172540381791482,359.34,0,1126400,c,5941
13,0,0.72,2,23,49,0.831864904552135,334.96,0,836000,e,10395
8,0,0.31,2,15,42,0.552863436123348,363.58,1,827200,b,7137
7,0,0.27,2,23,69,0.508810572687221,375.24,1,836000,c,7934
10,0,0.35,2,9,39,0.463289280469889,338.14,1,959200,c,10930
8,0,0.32,2,26,65,0.596916299559467,336.02,0,800800,b,3287
12,0,0.47,2,13,27,0.420704845814975,325.42,1,1047200,d,6132
7,1,0,2,6,12,0.374449339207052,362.52,1,1012000,a,11699
6,0,0.19,2,18,47,0.406020558002936,359.34,1,836000,b,4921
10,1,0.27,2,35,151,0.802496328928039,336.02,1,1020800,c,3491
8,1,0,1,5,12,0.389867841409682,371,1,976800,a,9155
8,1,0.14,2,3,7,0.331130690161515,347.68,1,985600,b,1384
8,1,0.23,3,10,115,0.552863436123348,333.9,1,809600,b,2862
6,0,0.25,3,23,72,0.266519823788543,359.34,1,1135200,b,1973
7,1,0.16,2,11,39,0.486784140969162,366.76,0,932800,b,9785
9,1,0,2,5,9,0.370778267254042,330.72,1,862400,b,5420
8,1,0.24,3,17,108,0.552863436123348,332.84,1,809600,b,10017
7,1,0.06,2,5,20,0.414831130690161,372.06,1,836000,b,7231
8,1,0.21,2,33,131,0.410425844346544,340.26,1,871200,b,8592
7,1,0.26,3,42,145,0.472099853157122,351.92,1,968000,b,7517
9,0,0.34,2,13,62,0.589574155653448,341.32,1,836000,b,387
9,0,0.3,2,2,15,0.582232011747428,351.92,1,941600,d,11092
8,0,0.31,2,32,66,0.567547723935388,359.34,1,880000,d,512
7,1,0,2,7,14,0.22834067547723,351.92,1,1003200,c,9129
12,1,0.71,2,7,86,0.707048458149781,339.2,1,844800,b,7842
7,0,0.31,2,15,36,0.237151248164455,342.38,1,1091200,c,9339
8,1,0.49,2,33,141,0.464757709251094,342.38,1,836000,b,975
8,1,0.03,4,32,74,0.404552129221722,338.14,0,827200,c,204
8,1,0.01,2,5,19,0.449339207048448,358.28,1,924000,c,11047
10,1,0.5,2,6,16,0.685022026431714,346.62,1,932800,b,1730
7,1,0.26,3,16,86,0.518355359765046,334.96,1,800800,c,4797
8,1,0.27,2,11,23,0.567547723935388,324.36,1,792000,b,1869
8,1,0.04,2,13,32,0.544052863436115,350.86,1,844800,b,10066
8,0,0.45,2,6,9,0.420704845814975,347.68,1,915200,d,1436
8,1,0.15,2,10,44,0.444199706314248,354.04,0,862400,b,2371
7,1,0.33,2,51,70,0.420704845814975,373.12,1,950400,b,3251
9,0,0.41,2,10,22,0.552863436123348,355.1,1,888800,c,3093
5,1,0,2,14,39,0.244493392070475,378.42,1,1152800,b,4097
8,1,0.24,2,16,72,0.413362701908955,339.2,1,844800,b,2367
7,1,0.16,2,15,77,0.508810572687221,358.28,1,827200,b,4527
8,1,0.01,2,17,38,0.457415565345074,350.86,1,827200,c,4669
7,1,0.09,2,24,57,0.433920704845809,349.8,1,809600,b,9904
9,1,0.26,2,5,35,0.516152716593241,343.44,0,844800,b,4820
8,0,0.33,2,16,47,0.361967694566808,358.28,1,959200,c,10257
10,0,0.59,4,6,17,0.523494860499261,333.9,1,1064800,d,5797
7,1,0.06,6,6,15,0.486049926578555,355.1,1,906400,a,9745
8,1,0.56,1,12,96,0.442731277533035,345.56,1,836000,b,3803
8,1,0.22,3,4,7,0.536710719530095,357.22,1,871200,b,3254
8,1,0.12,2,16,44,0.317914831130681,328.6,0,862400,c,12057
6,1,0.05,2,29,28,0.361967694566808,349.8,1,959200,c,10791
8,0,0.42,2,6,14,0.313509544787073,348.74,1,1064800,c,8915
9,0,0.57,2,22,57,0.604258443465487,357.22,1,809600,b,233
9,0,0.37,2,23,90,0.611600587371507,361.46,1,836000,c,573
12,0,0.49,4,10,37,0.699706314243761,325.42,1,818400,c,10034
7,0,0.08,2,34,52,0.426578560939781,362.52,1,880000,c,1653
10,0,0.41,1,11,28,0.384728340675475,324.36,1,1047200,d,3883
8,1,0,2,6,14,0.412628487518349,334.96,1,924000,c,2503
7,0,0.23,2,18,47,0.413362701908955,359.34,0,888800,c,948
10,1,0.32,3,35,152,0.596916299559467,344.5,1,862400,b,4559
7,0,0.19,2,13,39,0.317180616740083,359.34,1,985600,b,5794
9,0,0.31,3,24,50,0.523494860499261,351.92,1,1064800,d,4343
7,0,0.2,2,18,38,0.316446402349476,355.1,1,985600,d,1080
7,0,0.32,2,43,67,0.379588839941259,342.38,1,1038400,d,10397
9,0,0.24,2,4,11,0.345814977973555,349.8,1,915200,c,11986
8,0,0.3,2,18,29,0.354625550660789,341.32,1,888800,d,10345
6,1,0.08,2,16,49,0.270925110132159,377.36,1,976800,c,4664
7,1,0,3,21,39,0.398678414096916,360.4,1,941600,b,6505
6,0,0.25,2,23,58,0.501468428781202,378.42,1,862400,c,11696
6,0,0.22,8,26,148,0.524229074889868,351.92,1,836000,b,9060
12,0,0.56,2,3,10,0.494126284875182,315.88,1,871200,e,7562
6,1,0,2,28,60,0.428046989720995,371,1,1012000,c,4719
9,0,0.34,2,12,47,0.552863436123348,350.86,1,844800,c,10979
7,1,0.02,2,17,42,0.398678414096916,376.3,1,950400,c,8214
9,0,0.49,2,21,57,0.473568281938328,332.84,1,853600,c,12174
10,0,0.52,3,11,24,0.596916299559467,348.74,1,880000,d,1137
7,1,0.08,2,8,16,0.320851688693093,367.82,1,1003200,b,1122
8,0,0.76,14,24,148,0.347283406754769,326.48,1,1073600,d,10677
10,0,0.5,2,6,24,0.567547723935388,327.54,1,897600,a,2469
8,1,0,2,6,10,0.301762114537436,358.28,0,915200,b,1612
12,0,0.55,3,25,101,0.74375917767988,345.56,1,836000,b,3407
9,0,0.44,2,21,42,0.381057268722465,343.44,1,968000,c,9446
9,1,0.26,3,17,69,0.579295154185025,340.26,1,897600,b,9476
6,1,0.04,2,11,17,0.337738619676945,368.88,1,1003200,d,765
7,1,0.07,6,9,18,0.475770925110132,361.46,1,968000,d,6983
6,1,0.08,2,16,33,0.290014684287816,369.94,1,985600,b,8458
9,1,0.14,2,8,23,0.559471365638761,347.68,1,853600,b,12028
8,0,0.42,2,18,32,0.341409691629955,354.04,1,1064800,c,8640
9,1,0,1,19,37,0.391336270190888,337.08,1,1056000,d,4991
8,1,0,3,7,17,0.403817914831131,356.16,1,924000,c,3702
9,1,0.24,3,29,139,0.573421439060194,343.44,1,836000,b,7549
7,1,0.03,6,27,73,0.707048458149781,349.8,1,836000,a,11974
8,1,0.2,3,5,13,0.596916299559467,359.34,0,836000,b,8191
10,0,0.4,3,13,28,0.703377386196771,366.76,1,924000,d,10135
10,0,0.41,9,38,82,0.831864904552135,338.14,1,924000,d,2114
8,1,0.25,2,34,60,0.382525697503662,359.34,1,950400,c,8546
6,0,0.25,13,37.5,289,0.414831130690161,352.98,1,968000,c,3029
7,1,0.01,2,40,63,0.406020558002936,373.12,1,1126400,d,15
7,1,0.07,1,6,14,0.442731277533035,352.98,0,827200,b,2327
9,1,0.31,2,9,89,0.611600587371507,361.46,1,853600,c,4455
8,1,0.22,2,11,50,0.417767988252572,354.04,0,853600,b,10902
8,0,0.7,2,26,116,0.538179148311301,326.48,1,792000,b,6776
9,0,0.3,3,29,60,0.596916299559467,340.26,0,880000,b,5414
8,1,0.49,3,17,108,0.552863436123348,349.8,1,853600,b,10063
7,1,0.08,2,8,16,0.464757709251094,365.7,1,976800,a,4646
13,0,0.72,3,6,29,0.670337738619674,318,1,1073600,d,4620
13,0,0.58,3,17,65,0.729074889867841,323.3,1,968000,c,4335
8,0,0.68,4,29,63,0.567547723935388,349.8,1,1038400,d,6103
8,1,0.05,3,6,11,0.626284875183555,350.86,1,818400,c,10050
9,1,0.14,2,20,57,0.479441997063142,345.56,1,818400,a,3828
8,1,0.28,2,11,63,0.494126284875182,355.1,1,836000,b,10091
10,1,0.28,2,31,92,0.677679882525694,341.32,1,1038400,c,303
10,0,0.56,2,30,68,0.527900146842878,337.08,1,950400,c,6775
8,0,0.6,2,24,149,0.382525697503662,344.5,1,1038400,d,12237
9,1,0.38,2,12,32,0.345814977973555,354.04,1,1029600,c,5390
11,0,0.48,2,5,21,0.626284875183555,322.24,1,800800,c,6878
8,1,0,2,5,9,0.331130690161515,356.16,1,968000,c,4626
12,1,0.5,3,12,47,0.75844346549192,331.78,1,853600,b,7387
6,1,0.1,3,16,49,0.290014684287816,377.36,1,1064800,c,10009
11,0,0.39,2,3,9,0.339941262848749,347.68,1,968000,b,1073
9,1,0,3,11,14,0.685022026431714,359.34,1,844800,b,4575
7,1,0.08,2,10,89,0.430249632892799,355.1,1,888800,b,7443
5,0,0.5,2,18,29,0.350220264317172,396.44,1,985600,c,8831
10,0,0.44,2,5,12,0.541850220264311,333.9,1,959200,c,7497
7,1,0.02,2,8,15,0.475036710719525,368.88,1,836000,b,2712
12,0,0.57,2,12,37,0.420704845814975,337.08,1,1056000,d,8354
8,1,0.1,2,28,38,0.376651982378848,351.92,1,950400,c,9216
9,1,0.24,2,8,21,0.483847283406751,330.72,1,792000,c,6446
8,0,0.12,5,29,73,0.567547723935388,339.2,1,827200,b,3971
9,1,0.2,3,13,69,0.572687224669604,321.18,1,827200,b,6984
9,1,0.24,3,13,78,0.685022026431714,345.56,1,862400,c,10796
9,0,0.35,2,25,136,0.501468428781202,352.98,1,827200,b,1195
10,0,0.41,3,11,24,0.626284875183555,366.76,1,836000,c,3437
11,0,0.39,7,38,160,0.656387665198241,358.28,1,818400,b,5594
8,0,0.26,2,23,122,0.513215859030838,334.96,0,818400,b,11816
10,0,0.35,2,10,31,0.529368575624075,331.78,1,818400,c,9126
8,0,0.19,2,15,42,0.494126284875182,351.92,1,853600,c,10279
10,0,0.54,2,28,67,0.665932452276057,348.74,1,950400,d,7078
10,0,0.24,2,13,26,0.428046989720995,337.08,1,959200,c,3281
9,1,0.17,2,12,89,0.501468428781202,325.42,1,871200,b,6298
7,1,0.02,2,10,26,0.347283406754769,356.16,1,946000,c,10820
10,1,0.42,2,29,53,0.508810572687221,327.54,1,968000,b,1644
8,0,0.39,2,21,48,0.523494860499261,360.4,1,888800,c,522
9,1,0.26,3,23,120,0.582232011747428,342.38,1,836000,b,7418
7,0,0.34,2,11,47,0.530837004405281,357.22,1,836000,c,5499
8,1,0.01,2,17,32,0.398678414096916,372.06,1,959200,c,9320
9,0,0.53,2,17,44,0.458883994126288,356.16,1,1038400,d,1765
12,0,0.52,2,7,26,0.729074889867841,330.72,1,844800,b,10656
6,1,0,2,28,44,0.209251101321581,372.06,0,968000,c,4958
8,0,0.48,2,29,67,0.156387665198229,352.98,0,1082400,c,10379
